word,part_of_speech,translate
darling,adj.,"寵愛的;親愛的,心愛的"
cock,n.,公雞
oppress,v.,使心情沉重;使煩惱;壓制;壓迫
continuity,n.,一貫性;連續性
relay,n.,接力賽跑;轉播;轉達
precious,adj.,寶貴的
knob,n.,球形突出物
strap,v.,用帶捆綁(或束住)
diminish,v.,減小;減少;縮減
greed,n.,貪心
all,adj.,全部;所有的
marine,n.,海軍陸戰隊隊員;海運業;船舶
post,v.,登入(分類帳等);發表;郵寄
realization,n.,領悟;體現
fundamental,adj.,基礎的;根本的
cunning,n.,"狡猾,奸詐;靈巧,熟練"
parade,v.,在...遊行
bodily,adv.,以肉體形式;整體地;親身地
smother,n.,窒息狀態
law,n.,法律
abbreviation,n.,省略;縮寫
violinist,n.,小提琴手
steer,n.,"指點,建議"
illuminate,v.,啓發;啟發;照亮;用燈裝飾;闡明
madam,n.,"夫人,太太"
presence,n.,"出席,在場"
marvel,n.,令人驚奇的事物(或人物)
blues,n.,憂鬱;藍調
massacre,n.,大屠殺;慘敗
cleanse,v.,淨化;清洗
attend,v.,"伴隨;出席,參加;照料"
passport,n.,執照;護照;通行證
contribute,v.,"捐獻,捐助;貢獻,出力"
kernel,n.,"(果核或果殼內的)仁;核心,要點"
tick,n.,(鐘;蝨;錶等的)滴答聲
majority,n.,"過半數,大多數"
tranquilizer,n.,精神安定劑;鎮定劑
hurdle,n.,跨欄賽跑;跳欄;障礙
dash,v.,使(希望等)破滅;使沮喪
communicative,adj.,交際的;愛說話的
bizarre,adj.,奇異的;異乎尋常的
wood,n.,木材
groan,n.,呻吟聲;抱怨(聲)
pop,adj.,"通俗的,流行的"
visualize,v.,使形象化;使顯現
cap,n.,無邊便帽;蓋子
specialty,n.,專業;專長
whereabouts,n.,下落;行蹤
disperse,v.,散佈;解散;驅散
forsake,v.,拋棄;革除
seesaw,v.,上下(來回)搖動;玩蹺蹺板
claim,v.,聲稱
grin,v.,露齒而笑
point,v.,對準;強調;指出;瞄準
solitary,adj.,唯一的;單獨的;隱居的
shed,n.,分水嶺;堆房;小屋
stumble,n.,失足;絆倒
certificate,n.,執照;證明書
rent,v.,租
wreck,v.,受到破壞;遇難
fiancé,n.,未婚夫
recruit,n.,新兵;新手;補給品
treaty,n.,"條約,協定"
mistake,n.,錯誤
turkey,n.,火雞
bond,v.,以...作抵押;使...黏合
inventory,v.,把...登入目錄;盤存
purchase,v.,"買,購買"
opposition,n.,反對;反對黨;反抗;對抗者;敵對
nasty,adj.,卑鄙的;可惡的;難處理的;骯髒的;齷齪的
good,n.,優點;利益;好處
abolish,v.,廢止;廢除
sleeve,n.,袖套;袖子
hatch,v.,孵出
personnel,n.,(總稱)人員;人事部門;員工
bulge,n.,凸塊;增長;腫脹
nervous,adj.,緊張的
defect,v.,背叛;脫離;逃跑
eighty,n.,八十
batch,n.,一團;一批;一爐;一群
pyramid,n.,(常大寫)金字塔;三角錐
wring,n.,扭;擰;絞
second,adv.,"居第二位;第二,其次"
percentage,n.,"百分率,百分比"
bronze,n.,古銅色;青銅;青銅製品
heap,v.,裝滿
revenue,n.,(國家的)歲入;營收;稅收
hammer,v.,敲打
volunteer,v.,自願(做)
documentary,adj.,(電影、電視等)記錄的;文件的;紀錄性的
December,n.,十二月
fireproof,adj.,耐火的;防火的
storage,n.,貯藏;貯藏庫
bus,n.,公車
sure,adv.,一定;當然;的確
starch,v.,給(衣服等)上澱粉漿
supersonic,adj.,超音波的;超音速的
opposite,n.,對立物
distrust,v.,不信任;懷疑
tense,v.,"使拉緊,使繃緊"
scare,v.,"驚嚇,使恐懼"
linger,v.,持續;磨蹭;繼續逗留
native,adj.,"本土的,本國的"
classical,adj.,古典的
brake,v.,"煞車,制動"
sauce,n.,"調味醬,醬汁"
coach,v.,"乘馬車旅行;訓練,指導,輔導"
motto,n.,座右銘;格言
formulate,v.,使公式化;規劃;配製
locker,n.,(公共場所的)衣物櫃
closure,n.,打烊;終止;結束;關閉
animate,adj.,有活力的;有生命的;活潑的
gracious,adj.,仁慈的;和藹的;親切的;雅緻的;高尚的
function,v.,起作用
depict,v.,描畫;描述;雕出
competitor,n.,對手;競爭者
god,n.,上帝
appear,v.,出現
sting,n.,刺;螫針
detach,v.,使分離;分開;拆下;拆卸;派遣
statistical,adj.,統計學的;統計的
nutrient,n.,"營養物,滋養物"
erase,v.,"擦掉,抹去"
photograph,n.,照片
adaptation,n.,改寫;適應
assumption,n.,假設;擔任
China,n.,中國
channel,v.,傳送;在...開水道
flourish,n.,揮舞;炫耀性的動作
timid,adj.,羞怯的;膽小的
spire,n.,尖塔;尖頂
jolly,adj.,"快活的,高興的"
anchorman,n.,男主播
web,v.,(蜘蛛等)結網於;形成網狀
confront,v.,遭遇;面臨
vegetable,n.,蔬菜
pocketbook,n.,皮夾子;袖珍本;錢包
financial,adj.,財政的;金融的
reel,v.,捲;繞
splash,v.,"濺,潑"
discriminate,v.,區分出;歧視
gallery,n.,"畫廊,美術館"
silicon,n.,矽
responsibility,n.,責任
namely,adv.,"即,那就是"
veil,v.,戴面紗;掩飾;用帷幕分隔
reef,n.,暗礁;礁
suck,n.,"一口;吸吮,吸食"
prompt,adj.,"即時的,即期的;敏捷的"
chain,n.,鏈條;項圈
butter,n.,奶油
imagine,v.,想像
welfare,n.,社會救濟;福利
gobble,v.,(火雞)咯咯地叫;狼吞虎嚥
label,n.,商標;標籤;貼紙
outlaw,v.,宣佈...為不合法;禁止
tow,v.,"拖,拉;牽引"
parallel,adj.,"平行的;平行的,同方向的"
mist,v.,使蒙上薄霧
victim,n.,受害者
conflict,v.,"矛盾,衝突"
cheap,adv.,便宜地;卑鄙地
ankle,n.,腳踝
startle,v.,使驚嚇;使驚奇
dusk,n.,"薄暮,黃昏;黃昏"
butter,v.,以花言巧語討好;塗奶油於
distinguish,v.,區別;識別
keeper,n.,保管人;守衛
hasty,adj.,"倉促的,輕率的"
shallow,adj.,淺的
gravity,n.,地心吸力
thumb,n.,拇指
crouch,v.,彎腰;蹲伏
sorrow,v.,感到悲傷;懊悔;遺憾
screw,n.,"螺釘,螺絲釘"
class,n.,上課;班級;階級
uphold,v.,支撐;維護;舉起
fertilizer,n.,肥料
vibration,n.,振動;震動;顫動
copyright,v.,為(書籍等)取得版權
echo,v.,發出回聲
prejudice,n.,(先入為主的)成見;偏見;歧視
memory,n.,記憶
nevertheless,v.,"仍然,不過,然而"
grill,v.,(用烤架)烤(魚、肉等);拷問;炙烤
filter,n.,濾器
thread,n.,線
communication,n.,交往;通信
sharp,adv.,整(指時刻);機警地;銳利地
bend,v.,折彎;轉彎
same,adv.,同樣地
utility,n.,公用事業;實用;效用
lad,n.,小伙子;男孩;青年
simple,adj.,簡單的
permissible,adj.,可允許的
radiate,adj.,具輻射部的;輻射狀的
resort,n.,休閒度假之處;名勝
versatile,adj.,多功能的;多才多藝的
mercy,n.,"仁慈;慈悲,憐憫"
wholesale,adv.,以批發方式;全部地
act,v.,扮演
outbreak,n.,暴動;爆發
membership,n.,會員身分
despise,v.,鄙視
gloomy,adj.,憂鬱的;陰暗的
emotion,n.,情緒
pottery,n.,陶器
count,v.,數;計算
invite,v.,邀請
span,v.,在...架橋;跨越
permanent,adj.,"永久的,永恆的;永遠的"
porch,n.,入口處;走廊;門廊
arouse,v.,叫醒;喚起;激動
even,v.,使平坦;使相等;弄平
claim,n.,"主張,斷言"
fabulous,adj.,極好的;驚人的
substitute,n.,代替物;代用品
pal,n.,伙伴;好友
loudspeaker,n.,"揚聲器,擴聲器,喇叭"
sway,v.,影響;搖動;搖擺
involvement,n.,介入
beloved,adj.,心愛的
innumerable,adj.,無數的
console,v.,安慰;慰問
evil,n.,"邪惡,罪惡"
sensitivity,n.,感受性;敏感性
chair,n.,椅子
squirrel,n.,松鼠
selection,n.,"選拔;選擇;選集,文選"
scroll,v.,使成卷形;用渦卷飾裝飾
ridge,v.,使成脊狀
bicycle,n.,腳踏車
photographic,adj.,(如照相般)極精確的;攝影(術)的;攝影用的;攝影的;照相的
thrill,n.,引起激動的事物;興奮;顫抖
donor,n.,捐贈者;贈送人
side,n.,邊
legislature,n.,(美國的)州議會;立法機關
serve,v.,服務
quiet,v.,"使安靜;撫慰,安慰"
fling,n.,(手;扔;擲;腳等的)揮動
lift,v.,舉起
sequence,v.,排序
faint,n.,昏厥
descend,v.,(走)下來;下降;來自於
columnist,n.,專欄作家
absolute,adj.,完全的;絕對的
enjoyable,adj.,快樂的;有樂趣的
watermelon,n.,西瓜
phase,v.,使同步;使定相;分階段實行
boulevard,n.,大馬路;林蔭大道
advertisement,n.,廣告
evil,adj.,邪惡的
outside,n.,"外側;外表;外面,外部"
control,n.,指揮部;控制;操縱裝置;支配
utmost,adj.,最大的;最遠的;極度的
attainment,n.,"到達;學識,才能;成就;獲得;達到"
dark,n.,"曖昧;隱晦;黑暗,暗處"
combat,n.,反對;戰鬥;格鬥;爭鬥
admiral,n.,海軍上將;艦隊司令
upgrade,n.,上坡;升級
buy,v.,買
witty,adj.,機智的;說話風趣的
ninety,adj.,九十的
plea,n.,懇求;請求
over,adv.,"再一次;在上方;越過;過分,太"
fertility,n.,繁殖力;肥沃
locomotive,n.,火車頭
popular,adj.,受歡迎的;流行的
reach,n.,可及之範圍
haunt,n.,常去之處
herald,n.,使者;先驅;報信者
energetic,adj.,精力充沛的
proper,adj.,"適合的,適當的"
ancient,adj.,古代的
acquisition,n.,取得;取得(物);收購;獲得(物)
skin,v.,植皮;癒合;脫皮
romantic,adj.,富於浪漫色彩的
hug,v.,摟抱
creature,n.,動物;生物
republican,adj.,共和政體的
release,v.,"釋放,解放"
return,v.,回;還
scrap,n.,小塊;破爛;碎片
contrary,adj.,"相反的,對立的"
hundred,n.,一百
equal,v.,等於
sovereignty,n.,主權;主權國家;統治權
valid,adj.,有效的;有根據的;有確實根據的;正當的
sneer,v.,譏諷;輕蔑地笑
dragonfly,n.,蜻蜓
tiptoe,v.,踮著腳
spiral,v.,成螺旋形;盤旋
mess,v.,"弄髒,弄亂"
doze,v.,"打瞌睡,打盹"
whistle,n.,口哨;警笛
mile,n.,英哩
decline,v.,"下降,下跌,衰退,婉拒,謝絕"
challenge,n.,挑戰;艱鉅的事
quiver,n.,抖動;箭袋內的箭;顫抖
camp,v.,露營
comb,v.,用梳子梳理
big,adj.,大的
knit,n.,編織衣物
furthermore,adv.,"而且,此外,再者"
yearly,adv.,一年一度
pump,n.,唧筒;打氣機;抽水機
adulthood,n.,成年(期)
objection,n.,反對;異議
growl,n.,咆哮;嗥叫(聲)
suburban,adj.,近郊的;郊區的
instant,adj.,即時的
dwarf,v.,使顯得矮小;阻礙生長
hourly,adv.,時時;頻繁地
passive,adj.,消極的;被動的
south,adv.,向南方
temptation,n.,引誘;誘惑;誘惑物
boss,v.,作威作福;指揮
tropical,adj.,熱帶的
cost,v.,花費
balance,n.,平衡
output,n.,出產;生產;產量
bosom,n.,(衣服的)襟;乳房;胸;胸懷
banner,n.,大標題;旗幟;橫幅
peddler,n.,小販
kite,n.,風箏
inhabitant,n.,"居民,居住者"
stuff,n.,"材料,原料;物品"
motorcycle,n.,機車
decrease,v.,減少
Arctic,n.,北極圈;北極地帶
overpass,n.,天橋
angry,adj.,生氣的
sight,v.,"察看;看見,發現;瞄準"
whiskey,n.,威士忌酒
upward,adv.,以上;向上;在上面;超過
temper,n.,情緒;暴躁;脾氣
fast,adv.,"快,迅速;接近著;緊緊地,牢固地"
decay,v.,腐朽;腐爛;衰敗;衰退
scorn,n.,嘲笑;輕蔑
description,n.,形容;敘述
subordinate,adj.,下級的;從屬的;次要的;輔助的;附屬的
compact disk,n.,光碟
summary,n.,"總結,摘要"
assassinate,v.,"暗殺,詆毀"
counter,v.,反對;反擊
trim,n.,修剪;修整;鑲邊飾
nickel,v.,鍍鎳於
public,n.,"公眾,民眾"
commentary,n.,註釋;評論
T-shirt,n.,短袖圓領運動衫
fix,n.,困境;定位;窘境;賄賂
exaggeration,n.,誇張
good,adj.,好的
quote,v.,引用;引述
wrench,n.,扳手;猛扭;痛苦
republican,n.,共和主義者
accord,v.,(與...)一致;使一致;給予;調解
film,v.,把...拍成電影;生薄膜
upset,n.,傾覆;翻倒
creep,v.,躡手躡足地走
limp,v.,跛行
relay,v.,轉播;轉達
autobiography,n.,自傳
bra,n.,奶罩
drape,v.,(用布等鬆軟地)覆蓋;垂掛
liable,adj.,可能的;易...的;負有法律責任的
meaning,n.,意義
resource,n.,"物力,財力;資源"
recreational,adj.,休養的;娛樂的;消遣的
bowl,n.,碗
trample,n.,踐踏;踐踏聲;蹂躪
someone,n.,有名氣的人;某人
left,adv.,向左;在左邊
racial,adj.,種族的
nope,adv.,(否定的答話)不是;不可以;沒有
skeptical,adj.,多疑的;懷疑的
guarantee,v.,保證;擔保
guard,v.,保衛;看守
classic,n.,古典著作
dock,v.,入船塢;靠碼頭
say,v.,說
go,n.,嘗試;輪到的機會
half,adv.,一半地;幾乎;相當地;部分地
vanity,n.,梳妝臺;自負;虛榮;虛榮(心)
billion,n.,(美國)十億
electric,adj.,電的
dispose,v.,布置;整理;處置;配置
rip,n.,裂口
knot,n.,花結;蝴蝶結
mischief,n.,"惡作劇;頑皮,淘氣"
freak,v.,使反常;使瘋狂
absentminded,adj.,健忘的;心不在焉的
overflow,v.,滿(或多)得溢出
sacred,adj.,神的;神聖的
pack,v.,包裝
nurture,n.,培育;營養物;養育
bundle,n.,大量;捆
teach,v.,教
parent,n.,雙親之一
bonus,n.,分紅;獎金;額外津貼
brood,n.,一家的孩子們;一窩孵出的雛鳥
abuse,v.,濫用;虐待
throw,n.,(沙發等的)罩單;投擲;披巾
consumer,n.,消耗者;消費者
taunt,n.,嘲笑;被嘲笑的人;辱罵
cardboard,n.,卡紙板;硬紙板
stoop,n.,屈尊;彎腰;駝背
sympathetic,adj.,同情的;有同情心的
quite,adv.,完全地;相當
curse,v.,"詛咒,咒罵"
carol,n.,(宗教性的)祝頌歌;(耶誕)頌歌;(聖誕)頌歌;讚美詩
joint,adj.,接頭;連接
flip,v.,(為作出決定而)擲(硬幣);輕拋
limp,n.,跛行
own,adj.,自己的
drawer,n.,抽屜
thousand,n.,千
nanny,n.,保姆
review,n.,復習
riot,n.,暴亂;狂歡;騷亂
concrete,n.,混凝土
board,n.,木板;膳食;船上;董事會;車上
beneath,prep.,在...之下
viewer,n.,觀看者;觀眾
singular,adj.,單數的;獨個的
mock,v.,(為取笑而)模仿;嘲弄
alternate,n.,代替者;候補者
shampoo,v.,洗(地毯等);洗(頭髮)
preserve,v.,"保存;保存,保藏;維護;防腐"
slight,v.,藐視;輕視
beam,v.,以樑支撐;用...照射
finite,adj.,受限制的;有限的
breakdown,n.,分析;崩潰;損壞;故障
royalty,n.,(總稱)皇族或王族;專利權稅;王位
grocer,n.,食品雜貨商
snarl,v.,吠;咆哮;纏結
clutch,n.,手;掌握;攫取;爪子;離合器
participant,n.,參與者;關係者
eraser,n.,橡皮擦
humanitarian,adj.,人道主義的;博愛的
garment,n.,服裝;衣著
polar,adj.,北極的;南極的;截然對立的
tiger,n.,老虎
supreme,adj.,"最高的,至上的"
starve,v.,渴望;餓得慌;餓死
signature,n.,"簽名,簽署"
down,prep.,向下
magazine,n.,雜誌
feminine,adj.,女孩氣的;女性的;陰性的
progressive,adj.,先進的;前衛的;逐漸的;進步的
explosion,n.,爆炸;爆發
push,n.,奮發;推;推進;緊迫
dear,adv.,"疼愛地;高價地,昂貴地"
conjunction,n.,結合;連接詞;關聯
mute,v.,消除(聲音);減輕(聲音)
strength,n.,"力量,力氣"
compact,v.,使簡潔;使緊密;壓緊
contradict,v.,反駁;否定(陳述等);牴觸;與...相矛盾;與...矛盾
site,n.,"地點,場所"
skeleton,n.,概略;骨瘦如柴的人(或動物);骨骼
all,adv.,(比分等)雙方相等;完全地
shutter,v.,為...裝遮板(或快門等);關(店)
queen,n.,皇后
considerate,adj.,體諒的
camera,n.,照相機
architecture,n.,建築學
stride,v.,跨越;邁大步走
reservoir,n.,水庫;蓄水庫;貯水池
mamma,n.,mama
dine,v.,"進餐,用餐"
fiddle,n.,小提琴;欺詐
patron,n.,主顧(尤指老顧客);贊助者
cage,n.,獸籠;鳥籠
hail,v.,下冰雹;向...歡呼;招呼
guilty,adj.,有罪的
trifle,v.,戲弄;輕視
subscribe,v.,簽名;訂閱;認捐
discrimination,n.,歧視;辨別力
least,adv.,最不;最小;最少
photography,n.,"照相術,攝影術"
same,adj.,相同的
fulfillment,n.,"完成,履行;實現;成就(感)"
dissident,n.,不贊成者;持不同政見者;異議份子
Xerox,n.,複印件
autonomy,n.,自治;自治團體;自治權
barbarian,n.,野蠻人
pet,v.,寵愛;把...當作寵兒;撫弄;生氣
east,adj.,東方的
direct,adv.,直接地;直達地;筆直地
light,n.,光線;燈
technological,adj.,"技術(學)的,工藝(學)的"
animal,n.,動物
pin,n.,大頭針;胸針
clan,n.,家族;氏族;部落
fellow,n.,伙伴;同事;同伴
link,n.,環節
scheme,n.,方案;計劃
thrive,v.,繁榮;興旺;茂盛生長
pop,adv.,突然地
novice,n.,初學者;新手;生手
prick,v.,使內心極度痛苦;刺(穿);扎(穿)
grant,n.,"獎學金,助學金"
tread,n.,樓梯踏板;踏;踩;輪胎面;鞋底
circus,n.,馬戲團
rein,n.,控制;韁繩;駕馭
rejoice,v.,慶祝;欣喜
alone,adv.,單獨地;獨自地
interior,adj.,內的;內部的
yard,n.,庭院;碼(3英呎)
buck,n.,雄性動物(鹿、羊或兔等)
cup,n.,杯子
herald,v.,宣佈;通報;預示...的來臨
gallop,v.,(馬等)疾馳;飛跑
seed,n.,種子
hoarse,adj.,(嗓音)嘶啞的
house,v.,給...房子住
thorough,adj.,完全的;徹底的
cashier,n.,出納員
doom,n.,厄運;毀滅
skirt,v.,"繞開,避開"
appointment,n.,(尤指正式的)約會;約定
outgoing,adj.,即將離職的;友善的;往外的;直率的
zoom,n.,嗡嗡聲;變焦攝影
messy,adj.,混亂的
porcelain,n.,(總稱)瓷器;瓷
heritage,n.,傳統;繼承物;遺產
such,adj.,如此的
dispute,v.,爭執;爭論
caress,n.,寵愛;愛撫;撫摸
chariot,n.,(古代的)雙輪戰車
gang,n.,"一幫,一群;惡少幫"
conceit,n.,自滿;自負
besiege,v.,圍困;圍攻;煩擾
militant,adj.,好戰的;激進的
requirement,n.,必需品;需要
plead,v.,懇求;為(案件)辯護
ballot,v.,投票;投票表決
clip,v.,修剪;剪;剪短;剪除
no,adj.,不;沒有
solo,n.,單飛;獨唱(曲);獨奏(曲)
captivity,n.,囚禁;束縛
disclosure,n.,揭發的事情;揭露;透露
prime,n.,"最初,初期"
eye,n.,眼睛
honor,v.,"使增光;承兌,支付"
undermine,v.,侵蝕...的基礎;暗中破壞
assert,v.,堅持;斷言
seventeen,adj.,十七的
relish,n.,愛好;滋味;開胃食品
mouth,n.,嘴巴
yearly,adj.,按年的;每年的
imply,v.,意味著;暗指;暗示
now,n.,"現在,目前,此刻"
play,n.,戲劇;遊戲
lifelong,adj.,一輩子的;終身的
strike,n.,攻擊;罷工
enough,adj.,足夠的
wither,v.,凋謝;枯萎
glee,n.,快樂;歡欣
credit,n.,信用;貸方
dim,adj.,微暗的;暗淡的
flap,n.,(信封的)蓋口;拍動;薄片
caution,v.,使小心;警告
credibility,n.,可信性;確實性
late,adv.,"晚;遲到,來不及"
exclude,v.,拒絕接納;排除在外
ornament,v.,美化;裝飾
chat,n.,"閒談,聊天"
grandma,n.,外祖母;祖母
lady,n.,淑女
amusement,n.,樂趣;消遣
truant,v.,偷懶;逃學;逃避責任
endeavor,v.,力圖;努力
devalue,v.,(使)貶值;(貨幣)貶值;貶低;降低價值
nineteen,adj.,十九的
scrape,n.,刮;擦;擦傷;擦痕
newspaper,n.,報紙
refugee,n.,流亡者;難民
rainfall,n.,"降雨,下雨;降雨量"
harden,v.,使變堅固;使變硬
course,v.,(用獵犬)追獵;追逐
stock,v.,給(商店)辦貨;貯存
query,v.,對...表示疑問;詢問;質疑
retail,n.,零售
satisfaction,n.,"滿意,滿足"
proof,n.,物證;證據;證明
mix,n.,"混和,攪和;結合"
facial,adj.,臉的;面部的
stabilize,v.,使穩固;使穩定
drill,v.,在...上鑽孔;鑽(孔)
die,v.,死
jack,n.,"(紙牌中的)J牌,杰克;千斤頂;水手"
rental,n.,出租;租賃;租金
find,v.,找到
algebra,n.,代數
thrill,v.,使毛骨悚然;使激動;使興奮;顫抖
